Name,Strength,Vision,Outcome
6,4.83326,0.166742,0
7,2.27549,2.72451,0
8,4.34907,0.650928,0
9,3.69012,1.30988,0
10,0.802354,4.19765,0
12,1.36254,3.63746,0
15,0.746987,4.25301,0
16,4.60801,0.391992,0
18,4.08681,0.913194,0
19,4.04316,0.956843,0
21,3.65907,1.34093,0
22,0.914829,4.03091,0
6,3.81366,1.18634,1
20,3.64618,1.35382,1
2,2.01312,2.98688,0
3,3.23713,1.76287,0
4,0.570632,4.42937,0
5,0.232866,4.76713,0
7,2.27933,2.72067,0
8,1.30035,3.69965,0
9,1.08258,3.91742,0
10,4.14888,0.851123,0
11,1.74166,3.25834,0
12,1.63337,3.36663,0
13,1.84393,3.15607,0
14,2.03569,2.96431,0
15,1.66984,3.33016,0
16,2.4445,2.5555,0
17,0.513399,4.4866,0
18,2.54689,2.45311,0
19,2.71523,2.28477,0
21,0.69673,4.30327,0
22,1.64377,3.24986,0
23,1.84999,3.00701,0
24,2.59273,2.33962,0
25,1.9145,2.92657,0
26,2.54036,2.34732,0
27,1.83275,3.00161,0
28,1.93616,2.8632,0
29,2.51461,2.28697,0
30,2.56861,2.26849,0
27,2.71728,2.17596,1
14,3.23271,1.76729,1
11,2.74259,2.25741,1
4,2.75991,2.24009,1
2,1.31832,3.68168,0
3,2.26368,2.73632,0
5,2.05615,2.94385,0
6,2.86081,2.13919,0
7,4.85392,0.14608,0
8,0.831877,4.16812,0
9,1.06979,3.93021,0
10,2.59549,2.40451,0
12,2.03833,2.96167,0
13,0.412248,4.58775,0
15,2.78215,2.21785,0
16,0.48277,4.51723,0
17,3.66292,1.33708,0
18,1.27427,3.72573,0
19,4.17479,0.825211,0
20,4.44255,0.55745,0
21,0.611362,4.38864,0
22,2.70663,2.15993,0
23,2.68452,2.08978,0
24,2.77971,2.19294,0
25,2.6747,2.14592,0
26,2.69246,2.05043,0
28,2.67327,2.04061,0
29,2.70362,2.06406,0
30,2.68687,2.08571,0
31,2.69374,2.1378,0
3,3.7767,1.2233,1
27,3.67626,1.20105,1
13,3.91959,1.08041,1
9,3.52086,1.47914,1
2,3.11371,1.88629,0
4,4.92281,0.0771905,0
5,1.3672,3.6328,0
6,4.38552,0.614484,0
7,4.89291,0.107085,0
8,2.84746,2.15254,0
10,0.995075,4.00492,0
11,3.72137,1.27863,0
12,4.88672,0.113279,0
14,1.8969,3.1031,0
15,3.80835,1.19165,0
16,0.943136,4.05686,0
17,4.26126,0.738745,0
18,4.87394,0.126063,0
19,3.03572,1.96428,0
20,0.15671,4.84329,0
21,0.341181,4.65882,0
22,0.896525,4.00406,0
23,3.80127,1.15944,0
24,3.6115,1.32699,0
25,3.77953,1.1618,0
26,3.63012,1.26306,0
28,3.64774,1.27211,0
29,3.80291,1.16256,0
30,3.69254,1.13752,0
31,3.55129,1.2945,0
32,3.7084,1.20915,0
33,3.72073,1.14187,0
34,3.64029,1.30871,0
16,1.42609,3.57391,1
3,2.79265,2.20735,1
20,3.36086,1.63914,1
2,4.90549,0.0945058,0
4,4.60364,0.396358,0
5,0.671029,4.32897,0
6,3.41916,1.58084,0
7,4.95385,0.0461462,0
8,4.85146,0.148544,0
9,0.990766,4.00923,0
10,4.41962,0.580385,0
11,2.18413,2.81587,0
12,0.269102,4.7309,0
13,2.45264,2.54736,0
14,3.04195,1.95805,0
15,4.89034,0.109661,0
17,4.84111,0.158885,0
18,1.059,3.941,0
19,4.41034,0.589656,0
21,2.69433,2.30567,0
2,1.68098,3.31902,0
3,1.78684,3.21316,0
4,4.25335,0.746649,0
5,4.95264,0.0473626,0
6,2.41964,2.58036,0
7,2.47216,2.52784,0
8,1.82441,3.17559,0
9,3.41069,1.58931,0
10,2.7864,2.2136,0
11,0.602436,4.39756,0
12,3.0771,1.9229,0
13,3.4081,1.5919,0
14,4.12192,0.878077,0
15,0.863135,4.13687,0
16,4.30518,0.694815,0
17,2.82415,2.17585,0
18,4.586,0.414,0
19,3.14582,1.85418,0
20,3.91951,1.08049,0
21,4.8218,0.178198,0
22,2.88581,1.9684,0
2,0.97659,4.02341,1
12,3.46006,1.53994,1
19,2.01046,2.98954,1
3,3.31263,1.68737,0
4,3.92171,1.07829,0
5,4.26575,0.734248,0
6,3.9629,1.0371,0
7,2.51627,2.48373,0
8,1.3459,3.6541,0
9,0.887575,4.11242,0
10,3.69028,1.30972,0
11,4.09418,0.905816,0
13,4.41865,0.581354,0
14,2.81098,2.18902,0
15,4.43391,0.566087,0
16,4.76808,0.231921,0
17,0.966155,4.03384,0
18,0.741031,4.25897,0
20,4.70559,0.294409,0
21,4.61778,0.382218,0
6,2.99431,2.00569,1
5,3.58025,1.41975,1
2,2.77631,2.22369,0
3,2.32797,2.67203,0
4,1.1039,3.8961,0
7,0.0816843,4.91832,0
8,0.863493,4.13651,0
9,0.853196,4.1468,0
10,2.1246,2.8754,0
11,0.0732899,4.92671,0
12,1.33597,3.66403,0
13,2.96982,2.03018,0
14,1.47439,3.52561,0
15,3.00776,1.99224,0
16,0.281465,4.71853,0
17,1.56486,3.43514,0
18,1.9181,3.0819,0
19,0.93271,4.06729,0
20,2.9266,2.0734,0
21,1.96699,3.03301,0
22,2.91735,2.0096,0
23,2.93662,1.92933,0
24,2.89731,2.01052,0
25,2.86346,2.07324,0
26,2.83872,2.07173,0
27,2.85221,1.97185,0
28,2.78886,2.10067,0
29,2.89707,1.96844,0
30,2.84444,2.08808,0
31,2.88912,1.96337,0
32,2.9339,1.95227,0
33,2.8688,1.93269,0
15,3.99176,1.00824,1
23,3.38001,1.56397,1
7,2.60092,2.39908,1
2,4.55627,0.443726,0
3,3.82856,1.17144,0
4,3.25404,1.74596,0
5,2.86933,2.13067,0
6,2.00261,2.99739,0
8,2.84827,2.15173,0
9,3.28228,1.71772,0
10,0.493755,4.50624,0
11,3.50953,1.49047,0
12,4.15428,0.84572,0
13,1.43074,3.56926,0
14,0.0805617,4.91944,0
16,3.17193,1.82807,0
17,4.58487,0.415128,0
18,2.95703,2.04297,0
19,4.68987,0.310133,0
20,1.03576,3.96424,0
21,1.60742,3.39258,0
22,3.33821,1.59038,0
24,3.36859,1.53032,0
25,3.879,0.99803,0
26,3.8596,1.03902,0
27,3.81896,1.00057,0
28,3.86678,0.975225,0
15,3.99176,1.00824,1
23,3.38001,1.56397,1
7,2.60092,2.39908,1
2,4.55627,0.443726,0
3,3.82856,1.17144,0
4,3.25404,1.74596,0
5,2.86933,2.13067,0
6,2.00261,2.99739,0
8,2.84827,2.15173,0
9,3.28228,1.71772,0
10,0.493755,4.50624,0
11,3.50953,1.49047,0
12,4.15428,0.84572,0
13,1.43074,3.56926,0
14,0.0805617,4.91944,0
16,3.17193,1.82807,0
17,4.58487,0.415128,0
18,2.95703,2.04297,0
19,4.68987,0.310133,0
20,1.03576,3.96424,0
21,1.60742,3.39258,0
22,3.33821,1.59038,0
24,3.36859,1.53032,0
25,3.879,0.99803,0
26,3.8596,1.03902,0
27,3.81896,1.00057,0
28,3.86678,0.975225,0
14,1.26517,3.73483,1
2,3.85764,1.14236,0
3,2.85329,2.14671,0
4,2.94092,2.05908,0
5,2.18724,2.81276,0
6,3.54755,1.45245,0
7,0.171482,4.82852,0
8,2.3725,2.6275,0
9,3.26669,1.73331,0
10,1.43376,3.56624,0
11,4.50082,0.499177,0
12,4.5554,0.444603,0
13,4.98851,0.0114946,0
15,0.0983926,4.90161,0
16,1.19381,3.8062,0
17,0.218753,4.78125,0
18,4.1755,0.824498,0
19,3.62464,1.37536,0
20,4.31267,0.687325,0
21,1.50764,3.49236,0
22,3.61174,1.29041,0
23,3.40357,1.56331,0
24,3.70994,1.17259,0
25,3.52721,1.36009,0
26,3.71798,1.16889,0
27,3.69769,1.15522,0
28,3.75502,1.13979,0
9,3.20003,1.79997,1
19,2.35252,2.64748,1
21,3.6808,1.3192,1
2,3.13074,1.86926,0
3,4.35276,0.647244,0
4,0.0953494,4.90465,0
5,3.96597,1.03403,0
6,2.55673,2.44327,0
7,0.194325,4.80568,0
8,1.84268,3.15732,0
10,2.30401,2.69599,0
11,0.417684,4.58232,0
12,4.88301,0.116989,0
13,0.945134,4.05487,0
14,4.84718,0.15282,0
15,1.0985,3.9015,0
16,1.57036,3.42964,0
17,0.710741,4.28926,0
18,0.238744,4.76126,0
20,4.8924,0.107596,0
4,2.2794,2.7206,1
7,2.76495,2.23505,1
17,3.86945,1.13055,1
18,3.92388,1.07612,1
2,2.44273,2.55727,0
3,3.37518,1.62482,0
5,0.79862,4.20138,0
6,4.09558,0.904416,0
8,3.88608,1.11392,0
9,3.17303,1.82697,0
10,0.749926,4.25007,0
11,3.93214,1.06786,0
12,2.76592,2.23408,0
13,2.01895,2.98105,0
14,1.05741,3.94259,0
15,4.67918,0.320817,0
16,2.12422,2.87578,0
19,1.34251,3.65749,0
20,3.18782,1.81218,0
21,1.04316,3.95684,0
22,3.85265,1.0669,0
15,3.28195,1.71805,1
19,2.75214,2.24786,1
2,4.24214,0.757856,0
3,2.40336,2.59664,0
4,4.46039,0.539608,0
5,0.115533,4.88447,0
6,3.14417,1.85583,0
7,2.82655,2.17345,0
8,0.911223,4.08878,0
9,0.660396,4.3396,0
10,1.67712,3.32288,0
11,2.4275,2.5725,0
12,3.1678,1.8322,0
13,0.559524,4.44048,0
14,2.25068,2.74932,0
16,2.62448,2.37552,0
17,2.01802,2.98198,0
18,0.130288,4.86971,0
20,1.48651,3.51349,0
21,0.9181,4.0819,0
22,2.38262,2.54134,0
23,2.44004,2.40599,0
24,2.69102,2.13194,0
25,2.75245,2.13608,0
26,2.48212,2.30352,0
15,3.28195,1.71805,1
19,2.75214,2.24786,1
2,4.24214,0.757856,0
3,2.40336,2.59664,0
4,4.46039,0.539608,0
5,0.115533,4.88447,0
6,3.14417,1.85583,0
7,2.82655,2.17345,0
8,0.911223,4.08878,0
9,0.660396,4.3396,0
10,1.67712,3.32288,0
11,2.4275,2.5725,0
12,3.1678,1.8322,0
13,0.559524,4.44048,0
14,2.25068,2.74932,0
16,2.62448,2.37552,0
17,2.01802,2.98198,0
18,0.130288,4.86971,0
20,1.48651,3.51349,0
21,0.9181,4.0819,0
22,2.38262,2.54134,0
23,2.44004,2.40599,0
24,2.69102,2.13194,0
25,2.75245,2.13608,0
26,2.48212,2.30352,0
12,3.54996,1.45004,1
3,3.92129,1.07871,1
19,1.66414,3.33586,1
2,3.54051,1.45949,0
4,1.64225,3.35775,0
5,1.9288,3.0712,0
6,2.17929,2.82071,0
7,2.8906,2.1094,0
8,0.428149,4.57185,0
9,0.630991,4.36901,0
10,2.60853,2.39147,0
11,3.40723,1.59277,0
13,4.10569,0.894308,0
14,3.41706,1.58294,0
15,1.86308,3.13692,0
16,0.630322,4.36968,0
17,2.62351,2.37649,0
18,3.81491,1.18509,0
20,4.72001,0.279986,0
21,0.773736,4.22626,0
22,0.610888,4.29101,0
23,3.44814,1.36497,0
24,3.47944,1.43463,0
25,3.48594,1.41971,0
26,3.53835,1.44473,0
27,3.48576,1.41608,0
3,2.92468,2.07532,1
11,1.84935,3.15065,1
2,0.322877,4.67712,0
4,1.29733,3.70267,0
5,1.22103,3.77897,0
6,1.19201,3.80799,0
7,2.91663,2.08337,0
8,4.91718,0.0828241,0
9,0.566979,4.43302,0
10,0.986885,4.01311,0
12,1.37889,3.62111,0
13,2.57891,2.42109,0
14,4.53164,0.468365,0
15,2.8631,2.1369,0
16,1.03706,3.96294,0
17,3.15591,1.84409,0
18,2.37758,2.62242,0
19,0.442733,4.55727,0
20,2.84788,2.15212,0
21,0.448649,4.55135,0
22,1.18666,3.70494,0
23,2.38955,2.46038,0
24,0.421898,4.52845,0
25,2.82171,2.07159,0
26,2.34914,2.50167,0
27,2.8639,2.05371,0
28,2.80417,2.09083,0
29,2.86012,2.03511,0
30,2.81613,2.06409,0
31,2.84409,2.03168,0
32,2.80263,2.03514,0
33,2.83837,2.09828,0
34,2.85224,2.03235,0
35,2.75677,1.95505,0
36,2.80738,2.07591,0
37,2.79254,1.97511,0
38,2.85521,1.96921,0
39,2.87091,2.04417,0
40,2.79976,2.05274,0
41,2.8554,2.05294,0
42,2.8662,2.05448,0
43,2.88231,1.99936,0
44,2.87246,2.09088,0
45,2.87769,1.94211,0
46,2.81721,2.01873,0
46,2.901,2.02832,0
47,2.83217,2.01389,0
48,2.85477,1.97523,0
49,2.83471,1.96886,0
50,2.876,2.00412,0
51,2.88378,2.01722,0
52,2.8509,2.00414,0
53,2.80599,1.9683,0
54,2.85279,1.95956,0
3,1.95288,3.04712,1
16,1.52505,3.47495,1
2,4.61975,0.380255,0
4,0.976593,4.02341,0
5,0.534641,4.46536,0
6,0.240838,4.75916,0
7,2.9751,2.0249,0
8,1.9382,3.0618,0
9,3.05473,1.94527,0
10,4.40888,0.591121,0
11,2.8398,2.1602,0
12,4.28097,0.719029,0
13,1.11131,3.88869,0
14,3.21938,1.78062,0
15,1.46523,3.53477,0
17,1.29865,3.70135,0
18,1.08127,3.91873,0
19,1.83463,3.16537,0
20,1.14087,3.85913,0
21,0.316787,4.68321,0
22,1.09746,3.82602,0
23,2.94954,1.94412,0
18,3.32752,1.67248,1
16,2.45664,2.54336,1
10,1.22809,3.77191,1
2,3.20308,1.79692,0
3,4.97043,0.0295689,0
4,0.316794,4.68321,0
5,1.64236,3.35764,0
6,3.28377,1.71623,0
7,0.571073,4.42893,0
8,0.9452,4.0548,0
9,2.9555,2.0445,0
11,4.76037,0.239633,0
12,2.48603,2.51397,0
13,3.14462,1.85538,0
14,0.495164,4.50484,0
15,1.04158,3.95842,0
17,4.92551,0.0744901,0
19,2.04934,2.95066,0
20,4.98311,0.016895,0
21,2.35402,2.64598,0
22,2.98666,1.94954,0
23,2.96045,1.94777,0
24,3.00704,1.88233,0
25,2.91528,1.89217,0
26,3.10113,1.70819,0
27,2.3808,2.55837,0
28,2.34327,2.51347,0
18,3.32752,1.67248,1
16,2.45664,2.54336,1
10,1.22809,3.77191,1
2,3.20308,1.79692,0
3,4.97043,0.0295689,0
4,0.316794,4.68321,0
5,1.64236,3.35764,0
6,3.28377,1.71623,0
7,0.571073,4.42893,0
8,0.9452,4.0548,0
9,2.9555,2.0445,0
11,4.76037,0.239633,0
12,2.48603,2.51397,0
13,3.14462,1.85538,0
14,0.495164,4.50484,0
15,1.04158,3.95842,0
17,4.92551,0.0744901,0
19,2.04934,2.95066,0
20,4.98311,0.016895,0
21,2.35402,2.64598,0
22,2.98666,1.94954,0
23,2.96045,1.94777,0
24,3.00704,1.88233,0
25,2.91528,1.89217,0
26,3.10113,1.70819,0
27,2.3808,2.55837,0
28,2.34327,2.51347,0
9,2.81928,2.18072,1
10,2.98557,2.01443,1
2,4.26115,0.738854,0
3,0.469758,4.53024,0
4,2.12926,2.87074,0
5,0.215597,4.7844,0
6,1.30103,3.69897,0
7,3.12539,1.87461,0
8,2.40561,2.59439,0
11,4.11839,0.881609,0
12,3.13673,1.86327,0
13,2.58767,2.41233,0
14,0.187165,4.81284,0
15,0.536882,4.46312,0
16,0.758163,4.24184,0
17,3.43982,1.56018,0
18,0.45191,4.54809,0
19,4.57913,0.420872,0
20,3.67301,1.32699,0
21,1.70763,3.29237,0
22,2.4698,2.40978,0
23,2.60708,2.21875,0
24,3.55322,1.40853,0
25,2.70197,2.25734,0
26,3.58685,1.36496,0
27,2.61495,2.28607,0
28,3.53371,1.32397,0
29,2.68659,2.21149,0
12,3.51275,1.48725,1
19,3.52922,1.47078,1
2,3.56909,1.43091,0
3,4.49263,0.507372,0
4,4.3049,0.695095,0
5,4.54409,0.45591,0
6,0.339414,4.66059,0
7,0.683538,4.31646,0
8,1.94513,3.05487,0
9,2.78963,2.21037,0
10,1.41373,3.58627,0
11,0.129744,4.87026,0
13,3.63728,1.36272,0
14,1.39548,3.60452,0
15,4.10323,0.896771,0
16,3.7803,1.2197,0
17,1.59791,3.40209,0
18,4.11058,0.889424,0
20,4.46835,0.531649,0
21,4.02482,0.975177,0
4,3.97585,1.02415,1
21,3.85017,1.14983,1
2,2.85892,2.14108,0
3,1.02059,3.9794,0
5,3.84928,1.15072,0
6,1.88742,3.11258,0
7,0.728783,4.27122,0
8,1.45655,3.54345,0
9,2.77494,2.22506,0
10,4.81562,0.184385,0
11,3.60973,1.39027,0
12,1.40892,3.59108,0
13,2.14029,2.85971,0
14,0.0722589,4.92774,0
15,0.19289,4.80711,0
16,1.72693,3.27307,0
17,4.72939,0.270614,0
18,2.79035,2.20965,0
19,2.36496,2.63504,0
20,0.249418,4.75058,0
22,2.7221,2.15226,0
23,3.73299,1.14584,0
24,2.76938,2.13817,0
25,2.71773,2.10203,0
26,2.75316,2.09815,0
27,2.77931,2.16594,0
28,2.81381,2.11172,0
29,2.75625,2.15036,0
30,3.87386,1.02538,0
31,2.77478,2.06017,0
32,3.90497,1.02471,0
33,3.81545,1.07832,0
34,3.68927,1.11712,0
35,3.85123,0.935474,0
36,3.79789,1.04429,0
37,3.90529,0.953176,0
37,3.89297,0.95209,0
38,3.83015,0.984852,0
9,2.69603,2.30397,1
21,3.52191,1.47809,1
20,3.29315,1.70685,1
2,4.63633,0.363671,0
3,2.51281,2.48719,0
4,1.13393,3.86607,0
5,0.631832,4.36817,0
6,3.3868,1.6132,0
7,3.25905,1.74095,0
8,0.928659,4.07134,0
10,3.19863,1.80137,0
11,4.52447,0.475534,0
12,1.72258,3.27742,0
13,3.11662,1.88338,0
14,3.64506,1.35494,0
15,3.67912,1.32088,0
16,4.6314,0.368604,0
17,0.201136,4.79886,0
18,1.34317,3.65683,0
19,1.12927,3.87073,0
22,3.18418,1.75013,0
23,3.65915,1.26718,0
24,3.30872,1.57503,0
25,3.35933,1.54703,0
26,3.38403,1.5852,0
27,3.37586,1.53712,0
28,3.36598,1.55824,0
29,3.38816,1.56811,0
30,3.40417,1.57451,0
16,2.58932,2.41068,1
20,3.96769,1.03231,1
14,2.28215,2.71785,1
21,3.29121,1.70879,1
2,1.42643,3.57357,0
3,4.02276,0.977241,0
4,0.803285,4.19671,0
5,4.93388,0.0661208,0
6,4.91004,0.0899602,0
7,3.30533,1.69467,0
8,0.430282,4.56972,0
9,0.148829,4.85117,0
10,4.10507,0.89493,0
11,0.483141,4.51686,0
12,2.07808,2.92192,0
13,4.12807,0.871932,0
15,4.72047,0.279531,0
17,0.765354,4.23465,0
18,2.4689,2.5311,0
19,2.47547,2.52453,0
22,2.47199,2.44687,0
23,2.29805,2.61568,0
24,2.52364,2.41708,0
25,2.44052,2.35029,0
26,2.2972,2.56745,0
27,2.44679,2.37208,0
28,2.41882,2.37776,0
29,2.34431,2.51216,0
30,2.41363,2.37676,0
31,2.47146,2.38027,0
32,2.49154,2.33547,0
33,2.51936,2.40457,0
34,2.49995,2.37818,0
35,2.5098,2.37658,0
36,2.32788,2.51087,0
37,2.51496,2.31689,0
38,2.55356,2.39578,0
39,2.52882,2.37531,0
15,3.38487,1.61513,1
19,4.07216,0.927839,1
16,0.720194,4.27981,1
2,3.25195,1.74805,0
3,3.06443,1.93557,0
4,0.509193,4.49081,0
5,1.78588,3.21412,0
6,1.47707,3.52293,0
7,0.905905,4.0941,0
8,0.00171573,4.99828,0
9,0.162709,4.83729,0
10,2.59193,2.40807,0
11,1.53867,3.46133,0
12,0.0197551,4.98025,0
13,2.75791,2.24209,0
14,1.0529,3.9471,0
17,4.01347,0.986532,0
18,3.77228,1.22772,0
20,2.39507,2.60493,0
21,0.819285,4.18072,0
6,2.99894,2.00106,1
2,2.53044,2.46956,0
3,2.07279,2.92721,0
4,0.171189,4.82881,0
5,3.57265,1.42735,0
7,0.939015,4.06099,0
8,1.98398,3.01602,0
9,0.113857,4.88614,0
10,3.47629,1.52371,0
11,2.47373,2.52627,0
12,2.87201,2.12799,0
13,3.73419,1.26581,0
14,4.66229,0.337714,0
15,4.41872,0.581283,0
16,1.1245,3.8755,0
17,2.04635,2.95365,0
18,4.88141,0.118591,0
19,0.339761,4.66024,0
20,0.535236,4.46476,0
21,0.554698,4.4453,0
22,0.528437,4.38486,0
10,1.85225,3.14775,1
2,4.31082,0.689181,0
3,3.55975,1.44025,0
4,4.82204,0.177964,0
5,0.359348,4.64065,0
6,4.48886,0.511145,0
7,0.961635,4.03837,0
8,1.46105,3.53895,0
9,0.0194112,4.98059,0
11,0.893194,4.10681,0
12,0.661848,4.33815,0
13,4.70558,0.294421,0
14,0.737395,4.2626,0
15,0.370421,4.62958,0
16,4.02819,0.971808,0
17,2.51416,2.48584,0
18,3.38666,1.61334,0
19,1.60983,3.39017,0
20,3.56262,1.43738,0
21,2.6641,2.3359,0
22,0.869118,3.99156,0
23,2.57051,2.35714,0
24,2.56925,2.38293,0
17,3.81821,1.18179,1
28,3.72283,1.18871,1
15,2.59265,2.40735,1
2,0.41066,4.58934,0
3,1.61847,3.38153,0
4,4.18873,0.811267,0
5,3.99438,1.00562,0
6,0.0901767,4.90982,0
7,1.09082,3.90918,0
8,3.01292,1.98708,0
9,2.50107,2.49893,0
10,3.71411,1.28589,0
11,0.386249,4.61375,0
12,3.97658,1.02342,0
13,1.79585,3.20415,0
14,3.12783,1.87217,0
16,2.53967,2.46033,0
18,0.823863,4.17614,0
19,4.44216,0.557839,0
20,0.172397,4.8276,0
21,4.9484,0.0516017,0
22,0.316971,4.54508,0
23,3.68569,1.22027,0
24,3.67877,1.16967,0
25,3.68492,1.20197,0
26,3.69819,1.12496,0
27,3.65401,1.15537,0
29,3.62409,1.19271,0
30,3.71259,1.18523,0
31,3.63443,1.17722,0
32,3.76524,1.12482,0
33,3.77037,1.08724,0
34,3.67892,1.15297,0
17,3.81821,1.18179,1
28,3.72283,1.18871,1
15,2.59265,2.40735,1
2,0.41066,4.58934,0
3,1.61847,3.38153,0
4,4.18873,0.811267,0
5,3.99438,1.00562,0
6,0.0901767,4.90982,0
7,1.09082,3.90918,0
8,3.01292,1.98708,0
9,2.50107,2.49893,0
10,3.71411,1.28589,0
11,0.386249,4.61375,0
12,3.97658,1.02342,0
13,1.79585,3.20415,0
14,3.12783,1.87217,0
16,2.53967,2.46033,0
18,0.823863,4.17614,0
19,4.44216,0.557839,0
20,0.172397,4.8276,0
21,4.9484,0.0516017,0
22,0.316971,4.54508,0
23,3.68569,1.22027,0
24,3.67877,1.16967,0
25,3.68492,1.20197,0
26,3.69819,1.12496,0
27,3.65401,1.15537,0
29,3.62409,1.19271,0
30,3.71259,1.18523,0
31,3.63443,1.17722,0
32,3.76524,1.12482,0
33,3.77037,1.08724,0
34,3.67892,1.15297,0
7,1.13879,3.86121,1
21,2.21004,2.78996,1
2,4.70595,0.294052,0
3,3.12855,1.87145,0
4,3.85805,1.14195,0
5,3.30368,1.69632,0
6,4.11234,0.887659,0
8,0.0241929,4.97581,0
9,4.9511,0.048902,0
10,2.12536,2.87464,0
11,1.35709,3.64291,0
12,1.82723,3.17277,0
13,0.31721,4.68279,0
14,1.77934,3.22066,0
15,1.12705,3.87295,0
16,0.515339,4.48466,0
17,4.39825,0.601749,0
18,4.44128,0.558724,0
19,3.31747,1.68253,0
20,3.36248,1.63752,0
22,3.25338,1.58227,0
23,3.30898,1.62255,0
24,3.26622,1.54143,0
15,2.09354,2.90646,1
2,1.48537,3.51463,0
3,4.61869,0.381313,0
4,3.51115,1.48884,0
5,2.58933,2.41067,0
6,0.607345,4.39265,0
7,1.16352,3.83648,0
8,4.50049,0.499505,0
9,2.3643,2.6357,0
10,3.00289,1.99711,0
11,4.77679,0.223208,0
12,4.62796,0.372039,0
13,1.28916,3.71084,0
14,0.356971,4.64303,0
16,3.41803,1.58197,0
17,4.87287,0.127129,0
18,0.465675,4.53433,0
19,2.08454,2.91546,0
20,3.90391,1.09609,0
21,1.84306,3.15694,0
22,2.41418,2.4348,0
23,1.20839,3.69011,0
24,2.40303,2.35183,0
25,2.33161,2.46515,0
4,3.18438,1.81562,1
19,3.42744,1.57256,1
16,3.87379,1.12621,1
13,2.30051,2.69949,1
2,0.77468,4.22532,0
3,1.13868,3.86132,0
5,4.39176,0.608236,0
6,4.64523,0.354766,0
7,1.21296,3.78704,0
8,1.50525,3.49475,0
9,4.83753,0.16247,0
10,3.91115,1.08885,0
11,0.74391,4.25609,0
12,0.0107705,4.98923,0
14,4.01168,0.988318,0
15,0.669917,4.33008,0
17,0.469422,4.53058,0
18,4.13446,0.865539,0
20,2.13303,2.86697,0
21,4.1629,0.837104,0
22,2.17732,2.75619,0
36,2.76342,2.13609,1
4,2.84186,2.15814,1
19,2.21977,2.78023,1
20,2.80192,2.19808,1
2,2.55936,2.44064,0
3,0.148216,4.85178,0
5,3.68809,1.31191,0
6,3.6663,1.3337,0
7,3.74191,1.25809,0
8,1.00125,3.99875,0
9,2.28454,2.71546,0
10,2.29329,2.70671,0
11,1.69747,3.30253,0
12,0.353903,4.6461,0
13,0.779105,4.2209,0
14,0.144376,4.85562,0
15,1.68785,3.31215,0
16,1.78887,3.21113,0
17,1.02952,3.97048,0
18,0.219312,4.78069,0
21,1.36503,3.63497,0
22,1.68897,3.26765,0
23,2.21525,2.68203,0
24,2.20069,2.73948,0
25,2.23076,2.66152,0
26,2.20758,2.71505,0
27,2.19548,2.72642,0
28,2.82171,2.107,0
29,2.80444,2.12917,0
30,2.75024,2.16972,0
31,2.73918,2.09059,0
32,2.73903,2.09445,0
33,2.75378,2.08683,0
34,2.77385,2.08611,0
35,2.74985,2.1483,0
17,1.64272,3.35728,1
18,3.88072,1.11928,1
2,1.86271,3.13729,0
3,4.16385,0.836148,0
4,0.0213149,4.97868,0
5,3.00812,1.99188,0
6,0.196704,4.8033,0
7,1.30484,3.69516,0
8,0.526679,4.47332,0
9,2.24702,2.75298,0
10,0.726324,4.27368,0
11,0.186947,4.81305,0
12,0.723513,4.27649,0
13,4.33174,0.66826,0
14,3.82057,1.17943,0
15,2.75118,2.24882,0
16,4.80875,0.19125,0
19,3.65668,1.34332,0
20,1.03746,3.96254,0
21,1.19313,3.80687,0
22,0.691065,4.23065,0
23,0.677543,4.19178,0
21,3.52654,1.47346,1
8,2.5462,2.4538,1
2,3.65824,1.34176,0
3,3.19014,1.80986,0
4,4.69544,0.304561,0
5,4.82035,0.179652,0
6,4.24204,0.757965,0
7,1.35636,3.64364,0
9,2.22874,2.77126,0
10,4.13924,0.860759,0
11,3.67549,1.32451,0
12,1.11573,3.88427,0
13,0.352654,4.64735,0
14,2.50536,2.49464,0
15,1.33778,3.66222,0
16,2.78265,2.21735,0
17,4.7802,0.219798,0
18,0.0608297,4.93917,0
19,0.0317847,4.96822,0
20,1.82069,3.17931,0
22,2.59385,2.27039,0
23,2.59931,2.3015,0
2,2.93397,2.06603,1
13,3.81703,1.18297,1
17,2.72124,2.27876,1
21,3.13164,1.86836,1
18,1.06257,3.93743,1
3,4.67353,0.326474,0
4,1.84607,3.15393,0
5,4.09989,0.900109,0
6,0.728042,4.27196,0
7,1.37782,3.62218,0
8,4.51274,0.487261,0
9,2.13027,2.86973,0
10,0.0119959,4.988,0
11,4.58005,0.419949,0
12,3.90165,1.09835,0
14,1.06015,3.93985,0
15,4.78585,0.214149,0
16,0.672806,4.32719,0
19,1.27787,3.72213,0
20,4.81396,0.186036,0
22,0.672477,4.27263,0
23,2.79907,2.16756,0
24,2.76366,2.15161,0
25,2.78628,2.16746,0
3,3.70725,1.29275,1
4,1.52313,3.47687,1
18,2.27305,2.72695,1
2,2.2299,2.7701,0
5,0.913745,4.08625,0
6,2.28398,2.71602,0
7,3.93215,1.06785,0
8,1.53634,3.46366,0
9,4.62654,0.373456,0
10,3.42737,1.57263,0
11,3.07703,1.92297,0
12,4.31311,0.686888,0
13,2.34001,2.65999,0
14,4.76054,0.23946,0
15,3.39706,1.60294,0
16,1.14877,3.85123,0
17,3.38544,1.61456,0
19,0.156346,4.84365,0
